source,target,sw
14153,27221,6558
14153,14235,6388
14153,14040,6219
14153,14431,6216
14153,27302,6070
14153,14196,6081
14153,14247,6047
14153,27232,6124
14153,27286,6067
14153,27417,6064
14153,14019,6073
14153,14458,6073
14153,13760,6061
14153,14457,6045
14153,13944,5965
14153,27418,5957
14153,14177,5891
14153,14078,5957
14153,27364,5918
14153,14433,5916
14153,14553,5914
14153,26979,5882
14153,14274,5790
14153,14517,5801
14153,27053,5730
14153,14254,5709
14153,27206,5662
14153,14270,5659
14153,27249,5617
14153,27239,5581
14153,14681,5583
14153,14173,5575
14153,13971,5500
14153,27250,5528
14153,13954,5376
14153,27303,5285
14153,14285,5301
14153,14028,5161
14153,14006,5156
14153,27049,4988
14153,14498,4984
14153,27190,4873
14153,27285,4775
14153,14072,4771
14153,14051,4775
14153,14020,4525
14153,13955,4440
14153,27291,4428
14153,27262,4400
14153,27403,4357
14153,14377,4354
14153,14511,4318
14153,27072,4329
14153,27402,4340
13880,14134,8794
13880,13950,8752
13880,27225,8776
13880,27345,8765
13880,14233,8772
13880,27310,8745
13880,14113,8758
13880,14472,8665
13880,14114,8641
13880,14132,8534
13880,38783,8181
13880,27361,8214
13880,14104,8125
13880,14047,7706
13880,14473,7684
13880,38776,7605
13880,27381,7615
13880,14106,7595
13880,27344,7505
13880,27330,7277
13880,27040,7223
13880,14518,7188
13880,27255,7139
13880,27238,6986
13880,14234,6920
13880,14210,6730
13880,14175,6619
13880,27221,6539
13880,14235,6384
13880,14040,6212
13880,14431,6218
13880,27302,6078
13880,14196,6095
13880,14247,6061
13880,27232,6115
13880,27286,6077
13880,27417,6074
13880,14019,6079
13880,14458,6076
13880,13760,6063
13880,14457,6052
13880,13944,5975
13880,27418,5959
13880,14177,5901
13880,14078,5959
13880,27364,5930
13880,14433,5914
13880,14553,5916
13880,26979,5880
13880,14274,5804
13880,14517,5801
13880,27053,5738
13880,14254,5707
13880,27206,5658
13880,14270,5655
13880,27249,5615
13880,27239,5579
13880,14681,5585
13880,14173,5569
13880,13971,5487
13880,27250,5528
13880,13954,5386
13880,27303,5299
13880,14285,5299
13880,14028,5159
13880,14006,5154
13880,27049,4985
13880,14498,4981
13880,27190,4870
13880,27285,4787
13880,14072,4765
13880,14051,4771
13880,14020,4537
13880,13955,4427
13880,27291,4426
13880,27262,4410
13880,27403,4363
13880,14377,4364
13880,14511,4324
13880,27072,4333
13880,27402,4348
14134,13950,8772
14134,27225,8798
14134,27345,8787
14134,14233,8794
14134,27310,8767
14134,14113,8772
14134,14472,8689
14134,14114,8661
14134,14132,8522
14134,38783,8165
14134,27361,8226
14134,14104,8115
14134,14047,7736
14134,14473,7694
14134,38776,7593
14134,27381,7627
14134,14106,7577
14134,27344,7509
14134,27330,7301
14134,27040,7235
14134,14518,7190
14134,27255,7149
14134,27238,6998
14134,14234,6948
14134,14210,6744
14134,14175,6621
14134,27221,6567
14134,14235,6394
14134,14040,6227
14134,14431,6230
14134,27302,6066
14134,14196,6077
14134,14247,6045
14134,27232,6130
14134,27286,6061
14134,27417,6060
14134,14019,6069
14134,14458,6067
14134,13760,6065
14134,14457,6039
14134,13944,5961
14134,27418,5965
14134,14177,5885
14134,14078,5965
14134,27364,5908
14134,14433,5916
14134,14553,5918
14134,26979,5884
14134,14274,5782
14134,14517,5803
14134,27053,5744
14134,14254,5713
14134,27206,5662
14134,14270,5659
14134,27249,5623
14134,27239,5589
14134,14681,5585
14134,14173,5579
14134,13971,5507
14134,27250,5536
14134,13954,5392
14134,27303,5281
14134,14285,5293
14134,14028,5161
14134,14006,5160
14134,27049,4989
14134,14498,4985
14134,27190,4874
14134,27285,4769
14134,14072,4777
14134,14051,4773
14134,14020,4519
14134,13955,4447
14134,27291,4435
14134,27262,4398
14134,27403,4351
14134,14377,4344
14134,14511,4304
14134,27072,4319
14134,27402,4332
13950,27225,8784
13950,27345,8774
13950,14233,8754
13950,27310,8778
13950,14113,8754
13950,14472,8695
13950,14114,8652
13950,14132,8476
13950,38783,8123
13950,27361,8208
13950,14104,8068
13950,14047,7719
13950,14473,7678
13950,38776,7549
13950,27381,7613
13950,14106,7535
13950,27344,7499
13950,27330,7300
13950,27040,7219
13950,14518,7150
13950,27255,7133
13950,27238,6984
13950,14234,6958
13950,14210,6724
13950,14175,6615
13950,27221,6568
13950,14235,6383
13950,14040,6219
13950,14431,6214
13950,27302,6024
13950,14196,6035
13950,14247,6007
13950,27232,6124
13950,27286,6019
13950,27417,6016
13950,14019,6029
13950,14458,6031
13950,13760,6028
13950,14457,6001
13950,13944,5919
13950,27418,5957
13950,14177,5845
13950,14078,5955
13950,27364,5874
13950,14433,5908
13950,14553,5910
13950,26979,5872
13950,14274,5746
13950,14517,5795
13950,27053,5735
13950,14254,5705
13950,27206,5632
13950,14270,5649
13950,27249,5613
13950,27239,5577
13950,14681,5579
13950,14173,5571
13950,13971,5532
13950,27250,5524
13950,13954,5382
13950,27303,5243
13950,14285,5257
13950,14028,5151
13950,14006,5146
13950,27049,4983
13950,14498,4975
13950,27190,4866
13950,27285,4727
13950,14072,4765
13950,14051,4767
13950,14020,4481
13950,13955,4445
13950,27291,4424
13950,27262,4354
13950,27403,4312
13950,14377,4310
13950,14511,4270
13950,27072,4279
13950,27402,4294
27225,27345,8795
27225,14233,8776
27225,27310,8777
27225,14113,8770
27225,14472,8699
27225,14114,8664
27225,14132,8502
27225,38783,8149
27225,27361,8220
27225,14104,8095
27225,14047,7729
27225,14473,7688
27225,38776,7575
27225,27381,7621
27225,14106,7561
27225,27344,7507
27225,27330,7311
27225,27040,7229
27225,14518,7172
27225,27255,7145
27225,27238,6992
27225,14234,6954
27225,14210,6734
27225,14175,6623
27225,27221,6573
27225,14235,6390
27225,14040,6225
27225,14431,6222
27225,27302,6044
27225,14196,6057
27225,14247,6029
27225,27232,6130
27225,27286,6041
27225,27417,6038
27225,14019,6051
27225,14458,6053
27225,13760,6050
27225,14457,6025
27225,13944,5941
27225,27418,5965
27225,14177,5867
27225,14078,5963
27225,27364,5894
27225,14433,5916
27225,14553,5918
27225,26979,5882
27225,14274,5764
27225,14517,5803
27225,27053,5738
27225,14254,5713
27225,27206,5650
27225,14270,5655
27225,27249,5621
27225,27239,5589
27225,14681,5585
27225,14173,5577
27225,13971,5519
27225,27250,5534
27225,13954,5384
27225,27303,5263
27225,14285,5275
27225,14028,5159
27225,14006,5154
27225,27049,4987
27225,14498,4983
27225,27190,4872
27225,27285,4749
27225,14072,4773
27225,14051,4771
27225,14020,4503
27225,13955,4448
27225,27291,4430
27225,27262,4374
27225,27403,4331
27225,14377,4330
27225,14511,4290
27225,27072,4299
27225,27402,4314
27345,14233,8765
27345,27310,8769
27345,14113,8760
27345,14472,8689
27345,14114,8652
27345,14132,8489
27345,38783,8136
27345,27361,8220
27345,14104,8086
27345,14047,7723
27345,14473,7684
27345,38776,7562
27345,27381,7617
27345,14106,7548
27345,27344,7511
27345,27330,7303
27345,27040,7217
27345,14518,7159
27345,27255,7137
27345,27238,6992
27345,14234,6954
27345,14210,6734
27345,14175,6615
27345,27221,6569
27345,14235,6388
27345,14040,6223
27345,14431,6222
27345,27302,6033
27345,14196,6048
27345,14247,6016
27345,27232,6132
27345,27286,6030
27345,27417,6027
27345,14019,6040
27345,14458,6042
27345,13760,6039
27345,14457,6011
27345,13944,5928
27345,27418,5963
27345,14177,5856
27345,14078,5965
27345,27364,5886
27345,14433,5908
27345,14553,5916
27345,26979,5874
27345,14274,5755
27345,14517,5793
27345,27053,5738
27345,14254,5709
27345,27206,5639
27345,14270,5649
27345,27249,5621
27345,27239,5583
27345,14681,5581
27345,14173,5573
27345,13971,5513
27345,27250,5532
27345,13954,5382
27345,27303,5252
27345,14285,5264
27345,14028,5155
27345,14006,5150
27345,27049,4985
27345,14498,4979
27345,27190,4870
27345,27285,4742
27345,14072,4769
27345,14051,4767
27345,14020,4496
27345,13955,4444
27345,27291,4428
27345,27262,4367
27345,27403,4320
27345,14377,4321
27345,14511,4283
27345,27072,4292
27345,27402,4305
14233,27310,8741
14233,14113,8756
14233,14472,8665
14233,14114,8641
14233,14132,8498
14233,38783,8143
14233,27361,8208
14233,14104,8091
14233,14047,7716
14233,14473,7678
14233,38776,7573
14233,27381,7613
14233,14106,7555
14233,27344,7493
14233,27330,7285
14233,27040,7219
14233,14518,7172
14233,27255,7135
14233,27238,6986
14233,14234,6940
14233,14210,6732
14233,14175,6607
14233,27221,6553
14233,14235,6386
14233,14040,6221
14233,14431,6222
14233,27302,6046
14233,14196,6055
14233,14247,6025
14233,27232,6128
14233,27286,6041
14233,27417,6040
14233,14019,6049
14233,14458,6047
14233,13760,6046
14233,14457,6019
14233,13944,5941
14233,27418,5959
14233,14177,5865
14233,14078,5959
14233,27364,5888
14233,14433,5902
14233,14553,5900
14233,26979,5872
14233,14274,5764
14233,14517,5785
14233,27053,5738
14233,14254,5707
14233,27206,5646
14233,14270,5641
14233,27249,5617
14233,27239,5583
14233,14681,5565
14233,14173,5571
14233,13971,5499
14233,27250,5526
14233,13954,5384
14233,27303,5263
14233,14285,5273
14233,14028,5147
14233,14006,5148
14233,27049,4975
14233,14498,4971
14233,27190,4860
14233,27285,4749
14233,14072,4773
14233,14051,4759
14233,14020,4501
14233,13955,4441
14233,27291,4430
14233,27262,4376
14233,27403,4331
14233,14377,4324
14233,14511,4286
14233,27072,4300
14233,27402,4312
27310,14113,8747
27310,14472,8701
27310,14114,8652
27310,14132,8467
27310,38783,8114
27310,27361,8214
27310,14104,8060
27310,14047,7723
27310,14473,7686
27310,38776,7542
27310,27381,7615
27310,14106,7528
27310,27344,7507
27310,27330,7306
27310,27040,7223
27310,14518,7143
27310,27255,7139
27310,27238,6988
27310,14234,6960
27310,14210,6732
27310,14175,6619
27310,27221,6572
27310,14235,6388
27310,14040,6221
27310,14431,6220
27310,27302,6013
27310,14196,6028
27310,14247,5996
27310,27232,6128
27310,27286,6010
27310,27417,6009
27310,14019,6020
27310,14458,6024
27310,13760,6019
27310,14457,5994
27310,13944,5910
27310,27418,5961
27310,14177,5836
27310,14078,5961
27310,27364,5865
27310,14433,5910
27310,14553,5922
27310,26979,5875
27310,14274,5737
27310,14517,5799
27310,27053,5734
27310,14254,5711
27310,27206,5621
27310,14270,5659
27310,27249,5619
27310,27239,5583
27310,14681,5585
27310,14173,5573
27310,13971,5526
27310,27250,5532
27310,13954,5380
27310,27303,5232
27310,14285,5244
27310,14028,5159
27310,14006,5154
27310,27049,4985
27310,14498,4981
27310,27190,4870
27310,27285,4722
27310,14072,4771
27310,14051,4773
27310,14020,4474
27310,13955,4444
27310,27291,4432
27310,27262,4345
27310,27403,4304
27310,14377,4301
27310,14511,4263
27310,27072,4270
27310,27402,4285
14113,14472,8667
14113,14114,8645
14113,14132,8482
14113,38783,8129
14113,27361,8220
14113,14104,8077
14113,14047,7716
14113,14473,7690
14113,38776,7555
14113,27381,7621
14113,14106,7541
14113,27344,7505
14113,27330,7289
14113,27040,7225
14113,14518,7160
14113,27255,7143
14113,27238,6992
14113,14234,6932
14113,14210,6738
14113,14175,6617
14113,27221,6551
14113,14235,6392
14113,14040,6223
14113,14431,6222
14113,27302,6028
14113,14196,6041
14113,14247,6007
14113,27232,6125
14113,27286,6025
14113,27417,6022
14113,14019,6031
14113,14458,6033
14113,13760,6030
14113,14457,6003
14113,13944,5925
14113,27418,5967
14113,14177,5849
14113,14078,5965
14113,27364,5874
14113,14433,5912
14113,14553,5910
14113,26979,5876
14113,14274,5748
14113,14517,5797
14113,27053,5738
14113,14254,5711
14113,27206,5634
14113,14270,5651
14113,27249,5621
14113,27239,5587
14113,14681,5577
14113,14173,5579
14113,13971,5495
14113,27250,5534
14113,13954,5382
14113,27303,5243
14113,14285,5259
14113,14028,5157
14113,14006,5156
14113,27049,4985
14113,14498,4981
14113,27190,4870
14113,27285,4735
14113,14072,4773
14113,14051,4769
14113,14020,4485
14113,13955,4433
14113,27291,4430
14113,27262,4358
14113,27403,4315
14113,14377,4312
14113,14511,4274
14113,27072,4289
14113,27402,4296
14472,14114,8656
14472,14132,8389
14472,38783,8038
14472,27361,8139
14472,14104,7982
14472,14047,7725
14472,14473,7696
14472,38776,7466
14472,27381,7615
14472,14106,7448
14472,27344,7503
14472,27330,7306
14472,27040,7199
14472,14518,7059
14472,27255,7137
14472,27238,6988
14472,14234,6958
14472,14210,6732
14472,14175,6544
14472,27221,6574
14472,14235,6386
14472,14040,6223
14472,14431,6218
14472,27302,5933
14472,14196,5948
14472,14247,5916
14472,27232,6128
14472,27286,5930
14472,27417,5927
14472,14019,5940
14472,14458,5942
14472,13760,5939
14472,14457,5914
14472,13944,5830
14472,27418,5961
14472,14177,5754
14472,14078,5959
14472,27364,5783
14472,14433,5910
14472,14553,5916
14472,26979,5874
14472,14274,5653
14472,14517,5797
14472,27053,5734
14472,14254,5711
14472,27206,5539
14472,14270,5654
14472,27249,5619
14472,27239,5581
14472,14681,5585
14472,14173,5573
14472,13971,5525
14472,27250,5530
14472,13954,5382
14472,27303,5152
14472,14285,5164
14472,14028,5159
14472,14006,5152
14472,27049,4981
14472,14498,4981
14472,27190,4866
14472,27285,4642
14472,14072,4769
14472,14051,4767
14472,14020,4392
14472,13955,4448
14472,27291,4426
14472,27262,4265
14472,27403,4218
14472,14377,4219
14472,14511,4183
14472,27072,4188
14472,27402,4203
14114,14132,8363
14114,38783,8014
14114,27361,8109
14114,14104,7958
14114,14047,7723
14114,14473,7684
14114,38776,7444
14114,27381,7611
14114,14106,7424
14114,27344,7501
14114,27330,7294
14114,27040,7179
14114,14518,7037
14114,27255,7139
14114,27238,6988
14114,14234,6941
14114,14210,6734
14114,14175,6518
14114,27221,6562
14114,14235,6384
14114,14040,6221
14114,14431,6222
14114,27302,5911
14114,14196,5920
14114,14247,5894
14114,27232,6124
14114,27286,5904
14114,27417,5905
14114,14019,5920
14114,14458,5916
14114,13760,5913
14114,14457,5890
14114,13944,5808
14114,27418,5959
14114,14177,5736
14114,14078,5959
14114,27364,5761
14114,14433,5908
14114,14553,5910
14114,26979,5880
14114,14274,5631
14114,14517,5797
14114,27053,5738
14114,14254,5711
14114,27206,5517
14114,14270,5648
14114,27249,5619
14114,27239,5583
14114,14681,5579
14114,14173,5573
14114,13971,5504
14114,27250,5530
14114,13954,5384
14114,27303,5132
14114,14285,5140
14114,14028,5153
14114,14006,5152
14114,27049,4981
14114,14498,4975
14114,27190,4864
14114,27285,4615
14114,14072,4775
14114,14051,4767
14114,14020,4372
14114,13955,4444
14114,27291,4430
14114,27262,4243
14114,27403,4200
14114,14377,4197
14114,14511,4157
14114,27072,4164
14114,27402,4183
14132,38783,8200
14132,27361,8218
14132,14104,8148
14132,14047,7430
14132,14473,7430
14132,38776,7628
14132,27381,7426
14132,14106,7601
14132,27344,7501
14132,27330,7005
14132,27040,7225
14132,14518,7188
14132,27255,7141
14132,27238,6737
14132,14234,6644
14132,14210,6454
14132,14175,6624
14132,27221,6265
14132,14235,6156
14132,14040,5936
14132,14431,5970
14132,27302,6101
14132,14196,6114
14132,14247,6084
14132,27232,5841
14132,27286,6092
14132,27417,6077
14132,14019,6081
14132,14458,6078
14132,13760,6067
14132,14457,6056
14132,13944,5998
14132,27418,5698
14132,14177,5922
14132,14078,5691
14132,27364,5935
14132,14433,5916
14132,14553,5918
14132,26979,5882
14132,14274,5825
14132,14517,5805
14132,27053,5472
14132,14254,5707
14132,27206,5662
14132,14270,5655
14132,27249,5615
14132,27239,5581
14132,14681,5587
14132,14173,5573
14132,13971,5207
14132,27250,5530
14132,13954,5117
14132,27303,5322
14132,14285,5301
14132,14028,5159
14132,14006,5154
14132,27049,4985
14132,14498,4983
14132,27190,4870
14132,27285,4799
14132,14072,4769
14132,14051,4775
14132,14020,4564
14132,13955,4145
14132,27291,4430
14132,27262,4432
14132,27403,4390
14132,14377,4387
14132,14511,4351
14132,27072,4341
14132,27402,4356
38783,27361,8115
38783,14104,8159
38783,14047,7077
38783,14473,7077
38783,38776,7685
38783,27381,7073
38783,14106,7610
38783,27344,7234
38783,27330,6652
38783,27040,7237
38783,14518,7196
38783,27255,7151
38783,27238,6386
38783,14234,6293
38783,14210,6101
38783,14175,6629
38783,27221,5913
38783,14235,5807
38783,14040,5583
38783,14431,5613
38783,27302,6156
38783,14196,6167
38783,14247,6136
38783,27232,5488
38783,27286,6096
38783,27417,6085
38783,14019,6085
38783,14458,6084
38783,13760,6069
38783,14457,6060
38783,13944,6007
38783,27418,5343
38783,14177,5957
38783,14078,5339
38783,27364,5939
38783,14433,5920
38783,14553,5922
38783,26979,5886
38783,14274,5827
38783,14517,5809
38783,27053,5119
38783,14254,5620
38783,27206,5662
38783,14270,5661
38783,27249,5509
38783,27239,5593
38783,14681,5587
38783,14173,5411
38783,13971,4856
38783,27250,5538
38783,13954,4762
38783,27303,5328
38783,14285,5305
38783,14028,5165
38783,14006,5160
38783,27049,4991
38783,14498,4987
38783,27190,4878
38783,27285,4795
38783,14072,4775
38783,14051,4777
38783,14020,4573
38783,13955,3792
38783,27291,4434
38783,27262,4426
38783,27403,4404
38783,14377,4383
38783,14511,4358
38783,27072,4341
38783,27402,4356
27361,14104,8069
27361,14047,7184
27361,14473,7184
27361,38776,7539
27361,27381,7178
27361,14106,7525
27361,27344,7339
27361,27330,6755
27361,27040,7223
27361,14518,7144
27361,27255,7145
27361,27238,6495
27361,14234,6404
27361,14210,6206
27361,14175,6619
27361,27221,6019
27361,14235,5910
27361,14040,5688
27361,14431,5718
27361,27302,6014
27361,14196,6027
27361,14247,5995
27361,27232,5593
27361,27286,6013
27361,27417,6008
27361,14019,6017
27361,14458,6019
27361,13760,6016
27361,14457,5991
27361,13944,5911
27361,27418,5448
27361,14177,5839
27361,14078,5456
27361,27364,5864
27361,14433,5914
27361,14553,5918
27361,26979,5876
27361,14274,5736
27361,14517,5797
27361,27053,5224
27361,14254,5712
27361,27206,5622
27361,14270,5659
27361,27249,5610
27361,27239,5587
27361,14681,5585
27361,14173,5516
27361,13971,4959
27361,27250,5532
27361,13954,4867
27361,27303,5236
27361,14285,5247
27361,14028,5161
27361,14006,5158
27361,27049,4987
27361,14498,4983
27361,27190,4872
27361,27285,4727
27361,14072,4771
27361,14051,4771
27361,14020,4471
27361,13955,3899
27361,27291,4428
27361,27262,4342
27361,27403,4301
27361,14377,4296
27361,14511,4260
27361,27072,4269
27361,27402,4280
14104,14047,7027
14104,14473,7025
14104,38776,7626
14104,27381,7021
14104,14106,7595
14104,27344,7178
14104,27330,6596
14104,27040,7225
14104,14518,7188
14104,27255,7131
14104,27238,6330
14104,14234,6239
14104,14210,6045
14104,14175,6621
14104,27221,5858
14104,14235,5751
14104,14040,5527
14104,14431,5557
14104,27302,6109
14104,14196,6120
14104,14247,6086
14104,27232,5432
14104,27286,6094
14104,27417,6077
14104,14019,6077
14104,14458,6074
14104,13760,6061
14104,14457,6050
14104,13944,6006
14104,27418,5291
14104,14177,5928
14104,14078,5285
14104,27364,5931
14104,14433,5916
14104,14553,5914
14104,26979,5880
14104,14274,5826
14104,14517,5799
14104,27053,5066
14104,14254,5568
14104,27206,5660
14104,14270,5655
14104,27249,5453
14104,27239,5569
14104,14681,5579
14104,14173,5357
14104,13971,4800
14104,27250,5520
14104,13954,4710
14104,27303,5322
14104,14285,5303
14104,14028,5161
14104,14006,5154
14104,27049,4987
14104,14498,4981
14104,27190,4870
14104,27285,4803
14104,14072,4763
14104,14051,4769
14104,14020,4564
14104,13955,3742
14104,27291,4426
14104,27262,4424
14104,27403,4396
14104,14377,4381
14104,14511,4355
14104,27072,4341
14104,27402,4352
14047,14473,7682
14047,38776,6507
14047,27381,7615
14047,14106,6491
14047,27344,7332
14047,27330,7294
14047,27040,6256
14047,14518,6104
14047,27255,6960
14047,27238,6988
14047,14234,6941
14047,14210,6732
14047,14175,5587
14047,27221,6562
14047,14235,6384
14047,14040,6219
14047,14431,6220
14047,27302,4982
14047,14196,4989
14047,14247,4959
14047,27232,6126
14047,27286,4975
14047,27417,4974
14047,14019,4985
14047,14458,4985
14047,13760,4978
14047,14457,4955
14047,13944,4877
14047,27418,5959
14047,14177,4801
14047,14078,5959
14047,27364,4826
14047,14433,4987
14047,14553,4981
14047,26979,4985
14047,14274,4700
14047,14517,4984
14047,27053,5738
14047,14254,5707
14047,27206,4586
14047,14270,4937
14047,27249,5615
14047,27239,5581
14047,14681,4777
14047,14173,5571
14047,13971,5504
14047,27250,5530
14047,13954,5384
14047,27303,4199
14047,14285,4209
14047,14028,4986
14047,14006,4985
14047,27049,4981
14047,14498,4977
14047,27190,4868
14047,27285,3685
14047,14072,4773
14047,14051,4765
14047,14020,3437
14047,13955,4444
14047,27291,4428
14047,27262,3312
14047,27403,3271
14047,14377,3266
14047,14511,3225
14047,27072,3235
14047,27402,3252
14473,38776,6503
14473,27381,7615
14473,14106,6491
14473,27344,7332
14473,27330,7255
14473,27040,6250
14473,14518,6104
14473,27255,6958
14473,27238,6984
14473,14234,6894
14473,14210,6708
14473,14175,5587
14473,27221,6519
14473,14235,6382
14473,14040,6190
14473,14431,6216
14473,27302,4980
14473,14196,4993
14473,14247,4957
14473,27232,6093
14473,27286,4977
14473,27417,4976
14473,14019,4983
14473,14458,4985
14473,13760,4980
14473,14457,4953
14473,13944,4877
14473,27418,5952
14473,14177,4797
14473,14078,5942
14473,27364,4826
14473,14433,4987
14473,14553,4983
14473,26979,4983
14473,14274,4700
14473,14517,4986
14473,27053,5724
14473,14254,5709
14473,27206,4586
14473,14270,4939
14473,27249,5617
14473,27239,5579
14473,14681,4781
14473,14173,5569
14473,13971,5463
14473,27250,5526
14473,13954,5369
14473,27303,4195
14473,14285,4211
14473,14028,4990
14473,14006,4983
14473,27049,4989
14473,14498,4979
14473,27190,4868
14473,27285,3685
14473,14072,4765
14473,14051,4767
14473,14020,3437
14473,13955,4405
14473,27291,4424
14473,27262,3308
14473,27403,3267
14473,14377,3266
14473,14511,3226
14473,27072,3237
14473,27402,3250
38776,27381,6501
38776,14106,7592
38776,27344,6664
38776,27330,6076
38776,27040,7222
38776,14518,7179
38776,27255,6672
38776,27238,5814
38776,14234,5723
38776,14210,5529
38776,14175,6618
38776,27221,5342
38776,14235,5233
38776,14040,5011
38776,14431,5041
38776,27302,6146
38776,14196,6155
38776,14247,6129
38776,27232,4912
38776,27286,6088
38776,27417,6079
38776,14019,6085
38776,14458,6074
38776,13760,6062
38776,14457,6056
38776,13944,6005
38776,27418,4769
38776,14177,5954
38776,14078,4765
38776,27364,5931
38776,14433,5914
38776,14553,5916
38776,26979,5882
38776,14274,5821
38776,14517,5803
38776,27053,4549
38776,14254,5046
38776,27206,5658
38776,14270,5653
38776,27249,4937
38776,27239,5169
38776,14681,5583
38776,14173,4835
38776,13971,4280
38776,27250,5231
38776,13954,4190
38776,27303,5328
38776,14285,5299
38776,14028,5157
38776,14006,5156
38776,27049,4983
38776,14498,4979
38776,27190,4868
38776,27285,4791
38776,14072,4695
38776,14051,4767
38776,14020,4573
38776,13955,3224
38776,27291,4425
38776,27262,4428
38776,27403,4406
38776,14377,4381
38776,14511,4356
38776,27072,4337
38776,27402,4356
27381,14106,6487
27381,27344,7328
27381,27330,7188
27381,27040,6246
27381,14518,6104
27381,27255,6952
27381,27238,6924
27381,14234,6829
27381,14210,6639
27381,14175,5583
27381,27221,6450
27381,14235,6339
27381,14040,6123
27381,14431,6151
27381,27302,4980
27381,14196,4989
27381,14247,4955
27381,27232,6028
27381,27286,4975
27381,27417,4972
27381,14019,4981
27381,14458,4983
27381,13760,4978
27381,14457,4951
27381,13944,4873
27381,27418,5885
27381,14177,4797
27381,14078,5879
27381,27364,4826
27381,14433,4985
27381,14553,4981
27381,26979,4983
27381,14274,4702
27381,14517,4984
27381,27053,5659
27381,14254,5701
27381,27206,4584
27381,14270,4937
27381,27249,5611
27381,27239,5577
27381,14681,4779
27381,14173,5567
27381,13971,5398
27381,27250,5526
27381,13954,5302
27381,27303,4197
27381,14285,4211
27381,14028,4986
27381,14006,4983
27381,27049,4981
27381,14498,4977
27381,27190,4868
27381,27285,3685
27381,14072,4763
27381,14051,4765
27381,14020,3435
27381,13955,4336
27381,27291,4424
27381,27262,3308
27381,27403,3265
27381,14377,3266
27381,14511,3226
27381,27072,3235
27381,27402,3250
14106,27344,6656
14106,27330,6064
14106,27040,7206
14106,14518,7169
14106,27255,6658
14106,27238,5800
14106,14234,5707
14106,14210,5515
14106,14175,6606
14106,27221,5330
14106,14235,5223
14106,14040,4999
14106,14431,5027
14106,27302,6075
14106,14196,6086
14106,14247,6056
14106,27232,4904
14106,27286,6072
14106,27417,6064
14106,14019,6066
14106,14458,6063
14106,13760,6050
14106,14457,6041
14106,13944,5968
14106,27418,4759
14106,14177,5894
14106,14078,4755
14106,27364,5922
14106,14433,5901
14106,14553,5903
14106,26979,5867
14106,14274,5794
14106,14517,5790
14106,27053,4535
14106,14254,5036
14106,27206,5647
14106,14270,5640
14106,27249,4929
14106,27239,5157
14106,14681,5572
14106,14173,4827
14106,13971,4272
14106,27250,5221
14106,13954,4174
14106,27303,5308
14106,14285,5290
14106,14028,5146
14106,14006,5141
14106,27049,4972
14106,14498,4970
14106,27190,4859
14106,27285,4791
14106,14072,4681
14106,14051,4758
14106,14020,4543
14106,13955,3210
14106,27291,4417
14106,27262,4416
14106,27403,4371
14106,14377,4370
14106,14511,4330
14106,27072,4339
14106,27402,4350
27344,27330,6907
27344,27040,6407
27344,14518,6263
27344,27255,7109
27344,27238,6647
27344,14234,6556
27344,14210,6362
27344,14175,5752
27344,27221,6175
27344,14235,6069
27344,14040,5850
27344,14431,5876
27344,27302,5143
27344,14196,5154
27344,14247,5124
27344,27232,5753
27344,27286,5140
27344,27417,5137
27344,14019,5148
27344,14458,5150
27344,13760,5147
27344,14457,5118
27344,13944,5036
27344,27418,5608
27344,14177,4960
27344,14078,5602
27344,27364,4991
27344,14433,5148
27344,14553,5152
27344,26979,5148
27344,14274,4865
27344,14517,5153
27344,27053,5384
27344,14254,5703
27344,27206,4745
27344,14270,5102
27344,27249,5617
27344,27239,5575
27344,14681,4946
27344,14173,5569
27344,13971,5121
27344,27250,5524
27344,13954,5025
27344,27303,4358
27344,14285,4370
27344,14028,5151
27344,14006,5146
27344,27049,4979
27344,14498,4975
27344,27190,4864
27344,27285,3848
27344,14072,4765
27344,14051,4771
27344,14020,3600
27344,13955,4059
27344,27291,4426
27344,27262,3473
27344,27403,3428
27344,14377,3429
27344,14511,3391
27344,27072,3396
27344,27402,3413
27330,27040,5823
27330,14518,5677
27330,27255,6531
27330,27238,6980
27330,14234,6943
27330,14210,6724
27330,14175,5166
27330,27221,6564
27330,14235,6390
27330,14040,6217
27330,14431,6216
27330,27302,4549
27330,14196,4562
27330,14247,4530
27330,27232,6124
27330,27286,4546
27330,27417,4545
27330,14019,4554
27330,14458,4556
27330,13760,4551
27330,14457,4526
27330,13944,4444
27330,27418,5957
27330,14177,4372
27330,14078,5957
27330,27364,4399
27330,14433,4560
27330,14553,4556
27330,26979,4554
27330,14274,4271
27330,14517,4559
27330,27053,5732
27330,14254,5705
27330,27206,4155
27330,14270,4514
27330,27249,5615
27330,27239,5579
27330,14681,4352
27330,14173,5573
27330,13971,5514
27330,27250,5526
27330,13954,5378
27330,27303,3766
27330,14285,3780
27330,14028,4559
27330,14006,4554
27330,27049,4556
27330,14498,4550
27330,27190,4437
27330,27285,3256
27330,14072,4767
27330,14051,4552
27330,14020,3008
27330,13955,4444
27330,27291,4426
27330,27262,2881
27330,27403,2836
27330,14377,2837
27330,14511,2801
27330,27072,2804
27330,27402,2821
27040,14518,7073
27040,27255,6421
27040,27238,5561
27040,14234,5470
27040,14210,5278
27040,14175,6554
27040,27221,5089
27040,14235,4982
27040,14040,4762
